i,b,g,u,e,p,f,d,c,n
379247,"Goya Foods, Inc.",041331024150,g,73.0,5.65,0.0,4.8,15.32,"GOYA, PREMIUM ROMAN BEANS"
379248,"Goya Foods, Inc.",041331020039,g,56.0,3.2,0.0,3.2,11.2,PREMIUM GREEN PIGEON PEAS
379249,"Goya Foods, Inc.",041331024907,g,333.0,22.22,1.11,15.6,60.0,NAVY BEANS
379250,"Goya Foods, Inc.",041331024525,g,74.0,4.92,0.0,4.9,15.57,"GOYA, PREMIUM SMALL WHITE BEANS"
379251,"Goya Foods, Inc.",041331020633,g,138.0,7.69,2.69,3.8,23.08,CHICK PEAS
379252,"Goya Foods, Inc.",041331123310,g,82.0,4.92,0.0,5.7,15.57,PRIME PREMIUM PINK BEANS
379253,"Goya Foods, Inc.",041331120258,g,64.0,4.0,0.0,4.0,14.4,"GOYA, PREMIUM DRY PIGEON PEAS"
379254,"Goya Foods, Inc.",041331024075,g,65.0,4.03,0.4,5.6,12.9,"GOYA, PREMIUM PINK BEANS"
379255,"Goya Foods, Inc.",041331124430,g,64.0,4.0,0.0,4.0,14.4,"GOYA, BUTTER BEANS"
379256,"Goya Foods, Inc.",041331020558,g,123.0,7.69,0.77,4.6,23.08,PINK BEANS
379257,"Goya Foods, Inc.",041331020626,g,123.0,7.69,0.77,5.4,21.54,PINTO BEANS IN SAUCE
379258,"Goya Foods, Inc.",041331124584,g,73.0,4.84,0.81,7.3,15.32,"GOYA, PREMIUM NAVY BEANS"
379259,"Goya Foods, Inc.",041331024112,g,65.0,4.03,0.4,5.6,12.9,"GOYA, PINK BEANS"
379260,"Goya Foods, Inc.",041331124263,g,73.0,5.69,0.0,4.1,15.45,"GOYA, PREMIUM BLACKEYE PEAS, FRIJOL CARITA"
379261,"Goya Foods, Inc.",041331020527,g,123.0,7.69,0.77,5.4,21.54,SMALL RED BEANS
379262,"Goya Foods, Inc.",041331024037,g,73.0,5.69,0.81,6.5,15.45,RED KIDNEY BEANS
379263,"Goya Foods, Inc.",041331024495,g,66.0,4.92,0.0,5.7,14.75,"GOYA, PREMIUM CANNELLINI BEANS"
379264,"Ahold Usa, Inc.",688267161780,g,463.0,4.88,19.51,2.4,73.17,"AHOLD, CHOCOLATE DIPPED MARSHMALLOWS, PEPPERMINT"
379265,Ener-G Foods Inc,075119140268,g,237.0,0.0,10.53,15.8,36.84,"ENER G, CORN LOAF"
379266,"Ahold Usa, Inc.",688267161773,g,553.0,5.26,34.21,5.3,63.16,"FOODHOLD, PEPPERMINT BARK"
379267,Ener-G Foods Inc,075119145898,g,225.0,2.5,11.25,12.5,40.0,HIGH FIBER LOAF
379268,"Teasdale Foods, Inc.",022531502044,g,31.0,0.0,0.0,0.0,6.25,"JARDINE'S, GHOST PEPPER, XXX HOT"
379269,RIP ROARIN,688267099830,g,102.0,2.86,6.12,0.4,8.57,RIP ROARIN' CRAB SOUP
379270,"Ahold Usa, Inc.",688267066641,g,131.0,4.49,9.39,0.4,5.71,BROCCOLI & CHEESE SOUP
379271,"Ahold Usa, Inc.",688267090127,g,106.0,2.45,6.53,0.4,9.8,SHRIMP & CORN CHOWDEIZ
379272,"Ahold Usa, Inc.",688267154911,g,41.0,1.22,2.04,0.4,5.31,ORGANIC TOMATO BASIL BISQUE SOUP
379273,"Wal-Mart Stores, Inc.",078742085005,g,378.0,2.44,15.85,2.4,57.32,"DAILY CHEF, TRIPLE LAYER CHOCOLATE FUDGE CAKE"
379274,Purely Elizabeth,855140002281,g,400.0,17.5,10.0,12.5,62.5,SUPERFOOD OATMEAL
379276,"Basic American Foods, Inc.",011140106392,g,370.0,7.41,7.41,7.4,70.37,MASHED POTATOES
379277,Purely Elizabeth,855140002298,g,400.0,15.0,10.0,12.5,60.0,SUPERFOOD OATMEAL
379278,"Wal-Mart Stores, Inc.",681131121484,g,486.0,2.7,24.32,0.0,66.22,SHADOW CAKE
379279,"Ahold Usa, Inc.",688267154935,g,95.0,1.76,6.69,0.7,7.75,CREAM TOMATO SOUP
379280,"Kitchens Of The Oceans, Inc.",075730091000,g,268.0,9.86,21.13,0.0,7.04,STUFFED SHRIMP
379281,"Kitchens Of The Oceans, Inc.",075730083005,g,140.0,4.0,5.0,2.0,18.0,STUFFED SCALLOPS
379282,"Ahold Usa, Inc.",688267067983,g,57.0,3.67,1.84,2.4,7.76,KALE WITH CHOURICO SOUP
379283,"Basic American Foods, Inc.",011140106378,g,370.0,7.41,7.41,3.7,70.37,ROASTED GARLIC MASHED POTATOES
379284,"Ahold Usa, Inc.",688267154904,g,49.0,1.63,1.63,1.2,6.94,TUSCAN STYLE VEGETABLE SOUP
379285,"Wal-Mart Stores, Inc.",078742084985,g,402.0,2.44,19.51,1.2,53.66,TRIPLE LAYER CARROT CAKE
379286,"Ahold USA, Inc.",688267066696,g,98.0,1.63,6.53,0.4,7.76,"AHOLD, CREAMY TOMATO SOUP"
379287,"Ahold Usa, Inc.",688267154966,g,110.0,2.45,7.35,0.8,8.57,BAKED POTATO SOUP
379288,NATHAN'S,888313917150,g,298.0,10.53,28.07,0.0,1.75,BEEF COCKTAIL FRANKS
379289,"Ahold USA, Inc.",688267149351,g,357.0,12.5,1.79,3.6,73.21,"AHOLD, POT-SIZED, SPAGHETTI, ENRICHED MACARONI PRODUCT"
379290,"Agri-Mark, Inc.",078354232606,g,125.0,3.57,8.93,0.0,7.14,"CABOT, LIGHT SOUP CREAM"
379291,"Golden Bison Co., LLC",884730006507,g,168.0,17.7,9.73,0.0,0.0,"HIGH PLAINS BISON, ALL NATURAL GROUND BISON"
379292,"Ahold Usa, Inc.",688267066771,g,82.0,5.71,1.84,0.8,10.2,CHICKEN POT PIE SOUP
379293,NATURE'S BAKERY,047495710618,g,357.0,3.57,8.93,3.6,71.43,FIG BAR
379294,"Ahold Usa, Inc.",688267149375,g,357.0,12.5,1.79,3.6,73.21,ANGEL HAIR ENRICHED MACARONI PRODUCT
379295,"Ahold Usa, Inc.",688267066702,g,49.0,5.71,0.82,0.4,4.49,CHICKEN NOODLE SOUP
379296,"Wal-Mart Stores, Inc.",078742085012,g,393.0,2.38,17.86,1.2,54.76,"DAILY CHEF, TRIPLE LAYER COCONUT CAKE"
379297,Purely Elizabeth,855140002304,g,400.0,17.5,10.0,12.5,62.5,SUPERFOOD OATMEAL.
379298,"Ahold USA, Inc.",688267154973,g,110.0,8.16,4.08,3.7,9.39,"AHOLD, TURKEY CHILI, WITH BEANS"
379299,"Ahold Usa, Inc.",688267066672,g,147.0,2.86,12.24,0.0,6.53,LOBSTER BISQUE
379300,"Ahold Usa, Inc.",688267066665,g,106.0,4.9,6.94,0.4,7.35,NEW ENGLAND CLAM CHOWDER
379301,"Ahold Usa, Inc.",688267154928,g,46.0,5.63,0.88,0.4,4.23,CHICKEN NOODLE SOUP
379302,"Ahold USA, Inc.",688267089060,g,98.0,1.22,6.12,0.8,8.98,"AHOLD, PUMPKIN BISQUE"
379303,"Ahold Usa, Inc.",688267149382,g,357.0,12.5,1.79,3.6,73.21,"POT-SIZED LINGUINE, ENRICHED MACARONI PRODUCT"
379304,OBERWEIS,616029067735,g,250.0,2.38,16.67,0.0,23.81,ICE CREAM
379305,"Tabetai, Inc.",815055010337,g,567.0,16.67,36.67,6.7,43.33,"SNAPDRAGON, CASHEWS NUT CLUSTERS, WASABI"
379306,"Colavita USA, LLC",039153414617,g,48.0,0.8,3.2,1.6,4.8,"COLAVITA, SPICY MARINARA TOMATO SAUCE"
379307,JUST.,859660004428,g,714.0,0.0,71.43,0.0,7.14,SPREAD & DRESSING
379308,"Tabetai, Inc.",815055010344,g,467.0,13.33,30.0,3.3,36.67,"SNAPDRAGON, PAN ASIAN CUISINE, NUT CLUSTERS,TERIYAKI CASHEWS, WITH PEANUTS, PALM SUGAR, LONGAN AND AUTHENTIC SPICES, HEALTHY, CHEWY, SAVORY NUT SNACKS"
379310,Herr Foods Inc.,072600031043,g,536.0,7.14,35.71,3.6,50.0,"HERR'S, BARBECUE POTATO CHIPS"
379311,Mooney Farms,035342810031,g,250.0,14.29,0.0,7.1,42.86,PREMIUM CALIFORNIA SUN DRIED TOMATOES HALVES
379312,Yuengling's Ice Cream Corporation,851149005100,g,230.0,3.45,13.79,0.0,21.84,ICE CREAM
379313,"Tabetai, Inc.",815055010351,g,467.0,13.33,30.0,3.3,33.33,"SNAPDRAGON, CASHEWS NUT CLUSTERS, CHILI LIME"
379315,"Ahold Usa, Inc.",688267158223,g,525.0,5.0,35.0,5.0,55.0,"AHOLD, HEAT & EAT PECANS, SWEET & SPICY"
379316,"Ahold Usa, Inc.",688267158230,g,472.0,11.11,25.0,5.6,58.33,"AHOLD, HEAT & EAT ALMONDS, BUTTER RUM TOFFEE"
379318,"Ahold USA, Inc.",688267036842,g,24.0,0.0,0.0,2.4,4.71,"AHOLD, NATURE'S PROMISE, ORGANIC CUT LEAF SPINACH"
379319,"Ahold USA, Inc.",688267036385,g,47.0,2.35,0.0,4.7,9.41,ORGANIC WHOLE GREEN BEANS
379320,"Ahold Usa, Inc.",688267158681,g,483.0,3.45,20.69,3.4,72.41,"GIANT, SANDWICH COOKIES"
379321,"Ahold Usa, Inc.",688267036866,g,35.0,1.18,0.0,2.4,4.71,BROCCOLI FLORETS.
379322,Mariani Nut Co.Inc.,076991004020,g,536.0,17.86,50.0,10.7,21.43,"MARIANI NUT COMPANY, CALIFORNIA ALMONDS, WASABI AND SOY"
379323,Mariani Nut Co.Inc.,076991004013,g,571.0,21.43,50.0,10.7,21.43,"MARIANI NUT COMPANY, ROASTED CALIFORNIA ALMONDS, SEA SALT"
379324,Mariani Nut Co.Inc.,076991000169,g,667.0,16.67,66.67,6.7,13.33,"MARIANI NUT COMPANY, SHELLED WALNUTS"
379325,Mariani Nut Co.Inc.,076991004006,g,571.0,21.43,50.0,10.7,21.43,"MARIANI NUT COMPANY, WHOLE NATURAL CALIFORNIA ALMONDS"
379326,CROWN PRINCE,073230000171,g,280.0,20.73,21.95,0.0,0.0,ONE LAYER BRISLING SARDINES IN OIL
379327,"Ahold Usa, Inc.",688267163876,g,389.0,2.78,0.0,0.0,88.89,"FOODHOLD, CHOCOLATE BROWNIE MIX, PEPPERMINT"
379328,"Ahold Usa, Inc.",688267151996,g,22.0,0.72,0.0,0.7,2.9,WHOLE PEELED TOMATOES IN JUICE WITH BASIL LEAVES
379329,"Ahold Usa, Inc.",688267005084,g,244.0,3.33,11.11,1.1,34.44,REAL PREMIUM ICE CREAM
379330,"Ahold USA, Inc.",688267156274,g,300.0,0.0,20.0,0.0,20.0,DAIRY WHIPPED TOPPING
379331,"American Halal Company, Inc.",857063002157,g,127.0,3.18,4.24,2.1,19.08,CHANA SAAG WITH CUMIN RICE
379332,Amy's Kitchen Inc.,042272006694,g,61.0,1.63,2.45,1.6,7.76,ORGANIC SOUPS
379333,Amy's Kitchen Inc.,042272010677,g,113.0,4.58,3.52,2.5,15.49,"AMY'S, HARVEST CASSEROLE BOWLS"
379335,Amy's Kitchen Inc.,042272010561,g,195.0,7.47,8.71,0.4,22.82,"AMY'S, ORGANIC 3 CHEESE & KALE BAKE BOWL"
379336,Amy's Kitchen Inc.,042272010578,g,165.0,5.88,5.49,1.2,23.14,"AMY'S, CHILI MAC BOWLS"
379337,HP Hood LLC,073570151373,g,250.0,7.14,17.86,3.6,14.29,HUMMUS
379338,"Kikkoman Sales USA, Inc.",041390015489,g,237.0,0.0,2.63,0.0,55.26,"KIKKOMAN, PLUM SAUCE"
379339,Saucy Susan Products Inc,041153000783,g,189.0,0.0,0.0,0.0,51.35,"SAUCY SUSAN, SAUCE, ORANGE"
379341,"Robert Rothschild Farms, LLC",011246701019,g,139.0,0.0,0.0,2.8,8.33,ORGANIC GOURMET SAUCE
379343,"Robert Rothschild Farms, LLC",011246701040,g,167.0,2.78,4.17,0.0,27.78,"ROBERT ROTHSCHILD FARM, ORGANIC GOURMET SAUCE, SRIRACHA TERIYAKI"
379345,"Robert Rothschild Farms, LLC",011246701002,g,125.0,0.0,9.38,0.0,3.12,GOURMET SAUCE
379347,Wakefern Food Corporation,041190034888,g,189.0,0.0,0.0,0.0,43.24,"SHOPRITE, BARBECUE SAUCE, HONEY"
379348,"Exotic Sauce Packaging, Inc.",093133737264,g,233.0,6.67,3.33,0.0,33.33,"MIKEE, SESAME TERIYAKI SAUCE, ORIGINAL"
379351,TRZ Marketing,876045004019,g,125.0,0.0,0.0,0.0,35.71,"GUY FIERI, ROOT BEER BARBEQUE SAUCE, SWEET & TANGY"
379352,Saucy Susan Products Inc,041153000066,g,189.0,0.0,0.0,0.0,48.65,"SAUCY SUSAN, SAUCE, PEACH APRICOT"
379353,JAKE'S GRILLIN,689076952002,g,15.0,0.0,3.03,0.0,18.18,MARINADE BASTE TERIYAKI SAUCE
379354,Woeber Mustard Mfg. Company,074680001954,g,200.0,0.0,20.0,0.0,20.0,"WOEBER'S, SOUTHWEST HORSERADISH SAUCE WITH CHILI PEPPERS"
379355,"Ahold Usa, Inc.",688267159985,g,600.0,0.0,66.67,1.7,6.67,FINISHING BUTTER
379357,TRZ Marketing,876045004040,g,143.0,0.0,0.0,0.0,32.14,"GUY FIERI, BOURBON BROWN SUGAR BBQ SAUCE"
379358,TRZ Marketing,876045004002,g,71.0,0.0,0.0,0.0,14.29,"GUY FIERI, CAROLINA#6 BARBEQUE SAUCE & MARINADE"
379360,"Ahold Usa, Inc.",688267161889,g,321.0,7.14,32.14,0.0,7.14,GOURMET DIP WITH ROASTED CORN SALSA
379361,Wakefern Food Corporation,041190024124,g,167.0,0.0,0.0,0.0,41.67,"SHOPRITE, BARBECUE SAUCE, ORIGINAL"
379362,Southeastern Mills Inc.,098308227731,g,167.0,16.67,0.0,0.0,16.67,REDUCED SODIUM BEEF BASE
379363,"Ahold Usa, Inc.",688267159992,g,733.0,0.0,80.0,0.0,0.0,FINISHING BUTTER
379365,"Kikkoman Sales USA, Inc.",041390015564,g,229.0,5.71,10.0,2.9,28.57,"KIKKOMAN, THAI STYLE PEANUT SAUCE"
379366,"Kikkoman Sales USA, Inc.",041390015526,g,129.0,8.57,2.86,5.7,17.14,"KIKKOMAN, BLACK BEAN SAUCE WITH GARLIC"
379367,OLD ORIGINAL BOOKBINDER'S,071851711117,g,97.0,0.0,0.0,0.0,22.22,THAI CHILI KETCHUP
379369,JAKE'S GRILLIN,689076672504,g,15.0,0.0,0.0,0.0,3.03,OLD FASHIONED MARINADE
379370,"Robert Rothschild Farms, LLC",011246701033,g,147.0,0.0,4.41,0.0,11.76,"ROBERT ROTHSCHILD FARM, ORGANIC GOURMET SAUCE"
379371,Victoria Fine Foods LLC,070234010939,g,100.0,0.0,0.0,0.0,20.0,"VICTORIA, CHOPPED GARLIC"
379373,Woeber Mustard Mfg. Company,074680003743,g,400.0,0.0,30.0,0.0,20.0,"WOEBER'S, SMOKY HORSERADISH SAUCE"
379374,Wakefern Food Corporation,041190024346,g,171.0,0.0,0.0,0.0,37.14,"SHOPRITE, BARBECUE SAUCE, HICKORY"
379375,Southeastern Mills Inc.,098308227717,g,250.0,16.67,8.33,0.0,33.33,ROASTED CHICKEN BASE
379378,"Alanric Food Distributors, Inc.",070796210037,g,467.0,3.33,46.67,0.0,3.33,PESTO SAUCE
379379,"Bay Valley Foods, LLC",090997630205,g,171.0,0.0,0.0,0.0,40.0,"OLDE CAPE COD, BLACK ANGUS BBQ & GRILLING SAUCE"
379381,HP Hood LLC,073570151397,g,250.0,3.57,21.43,3.6,14.29,HUMMUS
379382,"Ahold Usa, Inc.",688267160059,g,89.0,0.0,5.36,0.9,14.29,RED CURRY FINISHING SAUCE
379383,HP Hood LLC,073570151380,g,179.0,3.57,14.29,3.6,14.29,"HELUVA GOOD!, HUMMUS, ROASTED RED PEPPER"
379384,Zaika Flavours Of India Inc.,825120006202,g,141.0,4.31,5.1,2.4,20.0,"CAFE SPICE, SOUTH INDIAN POTATO NAAN SANDWICH, MEDIUM"
379385,"Ahold Usa, Inc.",688267160042,g,71.0,0.0,3.57,3.6,7.14,SPICY MEXICAN STYLE FINISHING SAUCE
379386,"Ahold Usa, Inc.",688267160066,g,36.0,0.0,0.0,0.0,3.57,ROASTED GARLIC FINISHING SAUCE
379387,"Ahold Usa, Inc.",688267160011,g,733.0,0.0,80.0,0.0,0.0,TRUFFLE FINISHING BUTTER
379388,"Ahold Usa, Inc.",688267160004,g,667.0,0.0,66.67,0.0,6.67,GARLIC ASIAGO FINISHING BUTTER
379389,"Ahold Usa, Inc.",688267160028,g,667.0,0.0,66.67,1.7,6.67,FINISHING BUTTER
379390,"FDMR, Inc",850303006144,g,134.0,16.07,2.68,0.0,11.61,"SUJI'S KOREAN CUISINE, KOREAN INSPIRED CUISINE SAVORY BEEF"
379392,Vigo Importing Company,071072012048,g,167.0,20.0,10.0,0.0,0.0,"VIGO, ROLLED FILLETS OF ANCHOVIES"
379393,"Lowe's Food Stores, Inc.",741643033047,g,607.0,21.43,53.57,10.7,17.86,"LOWES FOODS, ROASTED ALMONDS, SALTED"
379394,"Topco Associates, Inc.",036800072077,g,33.0,0.0,0.0,0.0,6.67,MILD SALSA
379396,"Lowe's Food Stores, Inc.",741643022720,g,78.0,0.0,0.0,0.0,17.19,YELLOW CLING PEACH SLICES IN HEAVY SYRUP
379397,"Lowe's Food Stores, Inc.",741643021686,g,47.0,0.0,0.0,1.6,10.94,"LOWES FOODS, PEAR HALVES IN PEAR JUICE FROM CONCENTRATE, LIGHT"
379398,"Lowe's Food Stores, Inc.",741643036321,g,53.0,0.0,0.0,1.3,13.33,"LOWES FOODS, FRIED APPLE"
379400,"Lowe's Food Stores, Inc.",741643031302,g,57.0,0.82,0.0,0.8,13.93,"LOWES FOODS, PINEAPPLE TIDBITS IN JUICE"
379401,"Lowe's Food Stores, Inc.",741643022270,g,89.0,19.64,0.89,0.0,0.0,"LOWES FOODS, CHUNK LIGHT TUNA IN WATER"
379403,"Lowe's Food Stores, Inc.",741643034983,g,571.0,17.86,46.43,3.6,28.57,"LOWES FOODS, CASHEWS HALVES AND PIECES, LIGHTLY SALTED"
379406,"Lowe's Food Stores, Inc.",741643021594,g,132.0,2.94,8.82,0.0,11.76,"LOWES FOODS, SALSA CON QUESO"
379407,"Lowe's Food Stores, Inc.",741643034679,g,118.0,0.0,0.0,0.0,23.53,"LOWES FOODS, KETCHUP"
379408,LOWERS FOODS,741643033542,g,157.0,0.0,0.0,1.4,35.71,JELLIED CRANBERRY SAUCE
379413,"Lowe's Food Stores, Inc.",741643011700,g,89.0,19.64,0.89,0.0,0.0,"LOWES FOODS, CHUNK LIGHT TUNA IN WATER"
379414,"Topco Associates, Inc.",036800336087,g,41.0,1.63,1.22,1.6,6.5,"FULL CIRCLE, ORGANIC PASTA SAUCE, PORTABELLA MUSHROOM"
379415,"Lowe's Food Stores, Inc.",741643021570,g,57.0,0.82,0.0,0.8,13.93,"LOWES FOODS, CRUSHED PINEAPPLE IN JUICE"
379418,"Lowe's Food Stores, Inc.",741643010734,g,33.0,0.0,0.0,0.0,6.67,"LOWES FOODS, TACO SAUCE, MILD"
379419,"Topco Associates, Inc.",036800336070,g,41.0,1.63,0.81,1.6,7.32,"FULL CIRCLE, ORGANIC PASTA SAUCE, ROASTED GARLIC"
379421,"Lowe's Food Stores, Inc.",741643034952,g,571.0,17.86,46.43,3.6,28.57,"LOWES FOODS, SALTED CASHEWS HALVES AND PIECES, SEA SALT"
379422,"Lowe's Food Stores, Inc.",741643021631,g,40.0,0.0,0.0,0.0,9.68,"LOWES FOODS, YELLOW CLING PEACH SLICES"
379423,"Lowe's Food Stores, Inc.",741643035461,g,55.0,1.57,0.79,2.4,9.45,"LOWES FOODS, PASTA SAUCE, MUSHROOM"
379424,"Lowe's Food Stores, Inc.",741643021181,g,96.0,2.4,6.4,0.8,8.0,"LOWES FOODS, CREAM OF CHICKEN CONDENSED SOUP"
379427,"Topco Associates, Inc.",036800072091,g,33.0,0.0,0.0,0.0,6.67,HOT SALSA
379428,"Lowe's Food Stores, Inc.",741643021556,g,57.0,0.82,0.0,0.8,13.93,"LOWES FOODS, PINEAPPLE CHUNKS IN JUICE"
379429,"Topco Associates, Inc.",036800072084,g,33.0,0.0,0.0,0.0,6.67,MEDIUM SALSA
379430,TRADER JOE'S,00531863,g,92.0,6.15,0.0,7.7,16.15,"TRADER JOE'S, CANNELLINI WHITE KIDNEY BEANS"
379431,Honeywell International Inc.,00953412,g,302.0,4.65,18.6,2.3,32.56,"TRADER JOE'S, CHOCOLATE COVERED BANANA SLICES"
379432,Glencourt Inc.,079893112015,g,594.0,25.0,50.0,9.4,21.88,OLD FASHIONED PEANUT BUTTER
379433,TRADER JOE'S,00981866,g,571.0,3.57,35.71,14.3,53.57,ROASTED COCONUT CHIPS
379434,TRADER JOE'S,00990165,g,524.0,7.14,30.95,7.1,52.38,CRISPS
379435,TRADER JOE'S,00335485,g,393.0,10.71,3.57,3.6,82.14,"TRADER JOE'S, MULTI- GRAIN PRETZEL NUGGETS WITH SESAME SEEDS"
616142,BUDDHA BOWL FOODS,180999001025,g,393.0,7.14,10.71,14.3,67.86,"HIMALAYAN SWEETNESS ORGANIC POPCORN, SWEET AND SALTY"
616144,"Bob's Red Mill Natural Foods, Inc.",039978001849,g,403.0,10.45,7.46,11.9,71.64,"APPLE PIECES AND CINNAMON WITH FLAX & CHIA OATMEAL, APPLE PIECES AND CINNAMON"
616146,"McCain Foods, Inc.",072714002489,g,209.0,2.2,9.89,1.1,26.37,"CRAFT BEER BATTERED ONION RINGS, CRAFT BEER"
616148,"Popcorn, Indiana LLC",843571005865,g,464.0,7.14,21.43,7.1,60.71,"POPCORN, INDIANA, FIT POPCORN, EXTRA VIRGIN OLIVE OIL, EXTRA VIRGIN OLIVE OIL"
616150,HP Hood LLC,044100114793,g,73.0,12.0,1.33,0.2,4.67,LOWFAT COTTAGE CHEESE
616152,HP Hood LLC,044100114786,g,100.0,11.33,4.0,0.2,4.0,"COUNTRY STYLE COTTAGE CHEESE, COUNTRY STYLE"
616154,"Ahold Usa, Inc.",688267155871,g,37.0,0.82,0.82,0.8,6.53,ORGANIC TOMATO BASIL SOUP
616156,Hormel Foods Corporation,037600247917,g,393.0,0.0,3.57,0.0,89.29,"BIRTHDAY CAKE INSTANT PUDDING WITH SPRINKLES PACKET, BIRTHDAY CAKE"
616158,Hormel Foods Corporation,037600247887,g,393.0,0.0,5.36,0.0,89.29,COOKIE DOUGH INSTANT PUDDING WITH CHOCOLATE CHIP PACKET
616162,"Maruchan, Inc.",041789001352,g,453.0,10.94,18.75,3.1,60.94,"RAMEN NOODLE SOUP WITH SHRIMP, SHRIMP"
616166,STATER BROS.,074175020569,g,357.0,12.5,1.79,3.6,73.21,"AN ENRICHED TOMATO AND SPINACH MACARONI PRODUCT, TRI-COLOR ROTINI"
616168,STATER BROS.,074175020552,g,357.0,12.5,1.79,3.6,75.0,"AN ENRICHED MACARONI PRODUCT, BOWTIES"
616170,STATER BROS.,074175303006,g,357.0,11.43,2.14,1.4,71.43,"ORIGINAL MACARONI & CHEDDAR CHEESE DINNER, MAC & CHEESE"
616172,CRESCENT VALLEY,075925604527,g,393.0,25.0,32.14,0.0,0.0,"PREMIUM NATURAL COLBY-JACK CHEESE, COLBY-JACK"
616174,CONAGRA BRANDS,075436001839,g,464.0,14.29,10.71,3.6,75.0,"GARLIC HERB LIGHT & CRUNCHY PITA CHIPS, GARLIC HERB"
616176,Target Stores,085239413036,g,423.0,3.85,23.08,0.0,46.15,FLAKEY PASTRY
616178,Target Stores,085239422267,g,368.0,5.26,15.79,1.8,52.63,"CINNAMON ROLLS, CINNAMON"
616180,Target Stores,085239415191,g,422.0,4.44,15.56,2.2,57.78,"CHERRY HONEY SCONES, CHERRY HONEY"
616182,Russell Stover Candies Inc.,077260082343,g,509.0,7.02,31.58,1.8,59.65,"SOLID MILK CHOCOLATE, MILK CHOCOLATE"
616184,"Whitman's Candies, Inc.",076740072355,g,444.0,4.44,20.0,2.2,62.22,ASSORTED CHOCOLATES
616186,"Whitman's Candies, Inc.",076740072508,g,467.0,4.44,22.22,2.2,64.44,ASSORTED CHOCOLATES
616188,"Maplehurst Bakeries, LLC",042636035292,g,250.0,9.38,3.12,3.1,46.88,"POTATO SPLIT TOP DINNER ROLLS, POTATO"
616190,Straus Family Creamery,784830000606,g,786.0,0.0,85.71,0.0,0.0,"EUROPEAN STYLE UNSALTED ORGANIC BUTTER, UNSALTED"
616194,BEST CHOICE,070038617600,g,64.0,1.6,1.6,0.8,11.2,"CREAM OF POTATO CONDENSED SOUP, CREAM OF POTATO"
616196,Mariani Packing Company,071022308245,g,367.0,3.33,6.67,3.3,76.67,SIERRA CRUNCH
616198,Wakefern Food Corporation,041190463435,g,67.0,8.0,0.0,0.7,9.33,"GREEK NONFAT YOGURT, VANILLA, VANILLA"
616200,Wakefern Food Corporation,041190463237,g,82.0,8.24,0.0,0.6,12.94,"GREEK NONFAT YOGURT, POMEGRANATE, POMEGRANATE"
616202,"The Hain Celestial Group, Inc.",829515304126,g,464.0,3.57,25.0,3.6,57.14,"VEGETABLE AND POTATO SNACK, HONEY MUSTARD"
616204,Kemps LLC,041483039705,g,141.0,8.15,2.22,0.0,22.96,"GREEK STYLE SNACK MOUSSE, FRENCH SILK CHOCOLATE, FRENCH SILK CHOCOLATE"
616206,"Chicken Soup for the Soul Foods, LLC",819239010397,g,41.0,2.45,0.61,0.4,6.12,CHICKEN NOODLE SOUP
616208,Amafruits LLC,855738002020,g,80.0,2.0,6.0,3.0,4.0,"ACAI PURE & UNSWEETENED ORGANIC FRUIT PUREE, ACAI PURE & UNSWEETENED"
616210,"Snyder's-Lance, Inc.",021900062837,g,571.0,64.29,35.71,0.0,0.0,"TOM'S, PORK SKINS"
616212,"Snyder's-Lance, Inc.",077975042007,g,500.0,7.14,25.0,3.6,60.71,"SNYDER'S OF HANOVER, KORN KRUNCHERS, CORN SNACK, HOT CHILI LIME, HOT CHILI LIME"
616214,"Snyder's-Lance, Inc.",077975042014,g,500.0,7.14,25.0,3.6,60.71,"SNYDER'S OF HANOVER, KORN KRUNCHERS, CORN SNACK, BARBEQUE, BARBEQUE"
616216,"Snyder's-Lance, Inc.",077975042021,g,500.0,7.14,25.0,3.6,60.71,"SNYDER'S OF HANOVER, KORN KRUNCHERS, CORN SNACK, NACHO GRANDE, NACHO GRANDE"
616218,CREAM OF WHEAT,072400060687,g,357.0,10.71,0.0,3.6,71.43,"ORIGINAL INSTANT HOT CEREAL, ORIGINAL"
621398,The Gelato Fiasco Inc.,899977002397,g,165.0,3.67,6.42,0.0,22.94,"VANILLA GELATO CRUNCHY OAT STREUSEL MAINE BLUEBERRIES CRISP, MAINE WILD BLUEBERRY"
621400,The Gelato Fiasco Inc.,899977002366,g,204.0,3.54,8.85,0.9,29.2,"TORCHED MARSHMALLOW S'MORE GRAHAM CRACKER GELATO, TORCHED MARSHMALLOW S'MORE"
621402,"G L Mezzetta, Inc.",073214005710,g,132.0,0.0,0.0,0.0,31.58,"DELI-STYLE ZESTY BELL PEPPER RELISH, HOT"
621404,Gorton's of Gloucester,044400138604,g,232.0,9.82,9.82,0.9,25.0,"GORTON'S, CLASSIC CRUNCHY BREADCRUMBS HADDOCK FISH STICKS"
621406,Pinnacle Foods Group LLC,014500015815,g,131.0,4.44,1.39,4.7,23.61,"SOUTHWEST STYLE POWER BLEND OF WHOLE GRAINS, BLACK BEANS, CORN, LENTILS AND RED BELL PEPPERS WITH A ZESTY SAUCE, SOUTHWEST STYLE POWER BLEND"
621408,Gorton's of Gloucester,044400138406,g,243.0,10.81,11.71,0.9,22.52,"GORTON'S, TILAPIA BREADED FISH FILLETS"
